1,420,956,0,545,52,4000,1937
2,1595,3209,0,964,1,40,5782
0,387,856,0,945,555,-20000,2208
21,409,1422,2380,0,0,-20000,4225
16,75117,112256,0,-28565,0,-20000,158828
0,465,1114,0,1281,55,-20000,2878
0,422,872,0,612,4,-20000,1921
1,386,813,0,444,52,-20000,1660
0,4936,6267,0,313,1,-20000,11532
1,2308,3592,725,0,0,-20000,6641
